Guid	Qcate	Q	A	Keywords_A	Output_conf	Output
c52d5fb4-54a8-442d-b360-8c74cfcaf4b3	text	Van Valen coined a hypothesis what, character distinct from the Queen of Hearts, who was her tutor in magic, because under this interpretation, species have to "run" or evolve in order to stay in the same place, or else go extinct?	["Red Queen", "\"Van Valen coined a Red Queen hypothesis .\"", "\"Van Valen coined the hypothesis \"Red Queen\" because under this interpretation, species have to \"run\" or evolve in order to stay in the same place, or else go extinct.\"", "\"Van Valen coined a hypothesis \"Red Queen\", who is a character distinct from the Queen of Hearts, and who was her tutor in magic, because under this interpretation, species have to \"run\" or evolve in order to stay in the same place, or else go extinct.\"", "\"Van Valen coined the hypothesis \"Red Queen.\"\""]	"Red Queen"	1	["\"Red Queen\" is the most common species in the world. The \"\"law of extinction\" is a hypothesis of the Red Queen.\"Van Valen coined the hypothesis \"\"Red Queen\"\" because under this interpretation, species have to \"\"run\"\" or evolve in order to stay in the same place, or else go extinct."]
5a42c2f6-f534-4df7-9f82-a85c0e1b53cb	text	Han characters remain a key component of the writing system of what country whose language was substantially different from its classical form by the Edo period?	["Japan", "\"Han characters remain a key component of the writing system of Japan.\"", "\"Han characters remain a key component of the writing system of Japan, whose language was substantially different from its classical form by the Edo period.\""]	"Japan"	1	["Han characters (lit.'Han characters'), are logograms developed for the writing of Chinese.It became the written standard for the Japanese language for many centuries, though the spoken language continued to evolve and by the Edo period was substantially different from classical Japanese. This is known as diglossia, a situation in which two forms of a language, in this case a written and spoken form, coexist. They have been adapted to write other Asian languages, and remain a key component of"]
679e9e9d-3c16-455f-8b3b-c30ca92eb7c5	text	Supraspinous and sacrotuberous are both what?	["Ligaments.", "\"They are both ligaments.\"", "\"Supraspinous and sacrotuberous are both ligaments.\""]	"ligaments"	1	["The.The interspinous ligaments ( interspinal ligaments) are thin and membranous ligaments, that connect adjoining spinous processes of the vertebra in the spine. They meet the ligamenta flava in front and blend with the supraspinous ligament behind. They extend from the root to the apex of each spinous process. The ligament is pierced by the coccygeal branches of the inferior gluteal artery, the perforating"]
b24107d7-8b6b-4eb7-8c95-ec47403f418b	text	In what mountain range did the Central Bloc FARC-EP which was led by the Secretariat of the Central High Command operate from?	["Andes Mountains", "\"The Andes Mountains were home to the Central Bloc FARC-EP led by Secretariat of the Central High Command.\"", "\"They operated from the Andes Mountains.\"", "\"The Central Bloc of the Revolutionary Armed Forces of Colombia operated strategically in the Andes Mountains.\"", "\"The Central Bloc FARC-EP operated from the Andes Mountains.\"", "\"The Central Bloc FARC-EP which was led by the Secretariat of the Central High Command operated from the Andes Mountains.\""]	"Andes"	1	["They co-ordinate the areas of the respective blocks. Secretariat of the Central High Command (Secretariado del Estado Mayor Central ): the superior organism of direction and command of the FARC\u2013EP. Its agreements, orders and decisions rule over the entire movements and all its members. The Central Bloc of the Revolutionary Armed Forces of Colombia operated strategically in the Andes Mountains, around the middle of Colombia. The group was considered as the largest threat to Bogot\u00e1 and its surrounding"]
a92f0a0a-5c08-417b-b746-47648555dbc1	text	Kutaisi, is the ancient capital city of what place with dominating natural landscapes that are temperate rainforests, yet degraded in the plain part of the region; wetlands ;subalpine and alpine meadows?	["Colchis", "\"Kataisi is the capital city of Colchis.\"", "\"Kutaisi, is the ancient capital city of Colchis, which has dominating natural landscapes that are temperate rainforests, yet degraded in the plain part of the region, wetlands, and subalpine and alpine meadows.\"", "\"Kutaisi, is the ancient capital city of Colchis.\"", "\"Kutaisi is the ancient capital city of Colchis\""]	"Colchis"	1	["The years.The dominating natural landscapes of Colchis are temperate rainforests, yet degraded in the plain part of the region; wetlands (along the coastal parts of the colchis Plain); subalpine and alpine meadows. Nowadays, the heraldic variations of the Golden Fleece are featured frequently in the Republic of Georgia, especially for Coats of Arms and Flags associated with Western Georgian (Historical Colchises) municipalities and cities, including the Co"]
ff4f827a-03d3-41be-ac62-3e216fd44664	text	Don and Aire are both names of what?	["Rivers", "\"They are both rivers.\"", "\"Don and Aire are both names of rivers.\""]	"rivers"	1	["The is a tributary of the River Aire in South Yorkshire, England.The River Don (also called River Dun in some stretches) flows for 70 miles (110 km) eastwards, through the Don Valley, via Penistone, Sheffield, Rotherham, Mexborough, Conisbrough, Doncaster and Stainforth. It rises in the Pennines, west of Dunford Bridge, and flows into the Aire. Malham lies at the upper end of"]
854b1ac1-7c12-4746-8d63-5ad49d815538	text	Powys was organized into a province during the time of what Empire, whose forts are the complex of fixed works of military defense constituting the entrenched field of the city, consisting of fifteen " Prussian "-type forts and four hexagonal batteries?	["Roman", "\"Powys was organized into a province during the time of the Roman Empire.\"", "\"Powys was organized into a province during the time of the Roman Empire, whose forts are the complex of fixed works of military defense constituting the entrenched field of the city.\"", "\"It was organized into a province during the time of the Roman Empire.\"", "\"Powys was organized into a province during the time Roman Empire\"", "\"The Roman Empire organized Powys into a province, and the Roman Empire had forts that were a complex of fixed works of military defense constituting the entrenched field of the city, consisting of fifteen \" Prussian \"-type forts and four hexagonal batteries.\""]	"Roman Empire"	1	["\"\"The name Powys is thought to derive from the Old Welsh word \"pagus\" and the Old English word \"peasant\" means \"dwellers in the countryside\". During the Roman Empire, this region was organised into a province, with the capital at Viroconium Cornoviorum (modern Wroxeter ), the fourth-largest Roman city in Britain. The Forts of Rome are the complex of fixed works of military defense"]
6b1d57e6-db85-41dd-954c-0940ad2d9eb4	text	The Hills of Connemara is a song set in the same location as what National park?	["Connemara National Park", "\"The Hills of Connemara is a song set in the same location as Connemara National park.\"", "\"\"The Hills of Connemara\" is set in Connemara where the Connemara National Park is.\"", "\"The national park is Connemara National Park.\"", "\"The Hills of Connemara is a song set in the same location as Connemara National Park.\"", "\"The Hills of Connemara is set in the same area as the Connemara National Park.\""]	"Connemara"	1	["\"\" The Hills of Connemara\" The Twelve Pins(Irish: Na Beanna Beola; the peaks of Beola)[a] is a mountain range of the Beola Mountains in County Galway, in the west of Ireland.[b] The Twelve Bensor"]
0f5a9c57-fbd6-4262-af9d-de351829acfc	text	Skurfing is often considered the precursor to what water sport whose hallmark is the attempted performance of midair tricks?	["Wakeboarding", "\"Skurfing is often considered the precursor to wakeboarding whose hallmark is the attempted performance of midair tricks.\"", "\"Skurfing is often considered the precursor to wakeboarding\"", "\"Skurfing is often considered the precursor to wakeboarding, whose hallmark is the attempted performance of midair tricks.\"", "\"Skurfing is often considered the precursor to wakeboarding.\""]	"Wakeboarding"	1	["WWakeboarding is a water sport in which the rider, standing on a wakeboard is towed by a motorboat is pulled by a boat across its wake and especially up off the crest in a wave in order to perform aerial tricks. A hallmark of wakeboarding is the attempted performance of midair tricks. Skurfing is often considered the precursor to wakeboarding.Skurfing [ edit ]"]
7bcdb1ed-7d00-4863-a9ef-2744b561401d	text	The administrative unit that contains Romania's largest community of Chinese people is one of how many units in the city?	["There are six sectors in Bucharest.", "\"Six administrative sectors divide up Bucharest, Romania.\"", "\"The administrative unit that contains Romania's largest community of Chinese people is one of 6 units in the city.\"", "\"The administrative unit that contains Romania's largest community of Chinese people is one of six units in the city.\"", "\"There are six sectors in Bucharest.\"", "\"Sector 2 is one of six sectors of Bucharest.\""]	"six"	1	["S. Air Bucharest is one of the most important districts, and the largest districts of the whole--"]
da714f69-344f-4f0f-82a6-219f83fba8d5	text	The bird whose coloration is gull-like, but falcon-like in shape and flight, and has a rounded tail with black wingtips and shoulders, is one of four species introduced in 1809 by a scientist in who was in what field of science?	["The white-tailed kite was introduced in 1809 by Jules-C\u00e9sar Savigny, who studied zoology.", "\"The bird whose coloration is gull-like, but falcon-like in shape and flight, and has a rounded tail with black wingtips and shoulders, is one of four species introduced in 1809 by a scientist in who was in the field of zoology.\"", "\"The bird whose coloration is gull-like, but falcon-like in shape and flight, and has a rounded tail with black wingtips and shoulders, is one of four species introduced in 1809 by a scientist who was in the field of zoology.\"", "\"The white-tailed kite was one of four species introduced in 1809 by Louis Jean Pierre Vieillot. He worked in the scientific field of zoology.\""]	"zoology"	1	["\"The white-tailed kite is the smallest kite in the genus Milvus.\"The coloration of the white-tail kite differs from the other kites. Mainly white underneath, it has black wingtips and shoulders. The white kite was described in 1818 by the French ornithologist Louis Jean Pierre Vieillot under the binomial name milvus leucurus with the type locality as Paraguay.[3] It is now one of four"]
