Guid	Qcate	Q	A	Keywords_A	1	Output
ba93583d-4902-4ef2-9253-1000c7ece5eb	text	"What musical instrument does Allen ""McDibet"" MacDonald and Jim McCarty play?"	"drums ""They both play the drums."" ""Both  Allen ""McDibet"" MacDonald and Jim McCarty play bass"" ""Allen ""McDibet"" MacDonald and Jim McCarty play drums."" ""Allen ""McDibet"" MacDonald and Jim McCarty both play drums."" ""Drums were the instruments used by both Allen ""McDibet"" MacDonald and Jim McCarty."	"""Drums."""	1	Cerebral Bore
1db21321-c839-4b42-9828-6a8f4fd4c8a4	text	What are the effects of low doses of the organic compound that when consumed excessively is the leading cause of preventable death in industrialized countries?	"Low doses of alcohol cause euphoria, reduce anxiety, and increase sociability. ""Alcohol in low doses causes euphoria, reduces anxiety, and increases sociability."" ""Low does of alcohol reduce anxiety and increase sociability."" ""Low doses of the organic compound that when consumed excessively is the leading cause of preventable death in industrialized countries causes euphoria, reduces anxiety, and increases sociability."" ""Alcohol causes euphoria, reduces anxiety, and increases sociability in low doses."	"""euphoria, anxiety reduction, and increasing sociability"""	1	Excessive alcohol intake can lead to an alcohol use disorder.
e3a6ec9b-a184-42de-824f-ce31f8d31df8	text	Gyūdon and Oden are both what?	"Japanese dishes ""Gyūdon and Oden are both dishes."" ""Gyūdon and Oden are both Japanese meals."" ""Gyūdon and Oden are both Japanese dishes."" ""Gyūdon and Oden are both food."" ""Both Gyūdon and Oden are food dishes."	"""Japanese food dishes."""	1	Gyūdon.
5cdf0022-ccff-45d8-8fa0-0777256c8530	text	"Did Ken Hughes ""Confession"" come out before or after ""Confessions of a Taxi Driver""?"	"After. ""Ken Hughes' ""Confession"" was released in 1955, after ""Confessions of a Taxi Driver"" in 1949."" ""Ken Hughes ""Confession"" came out after ""Confessions of a Taxi Driver""."" """"Confessions of a Taxi Driver"" came out first, in 1949."" ""Ken Hughes ""Confession"" come out after ""Confessions of a Taxi Driver"""" ""Ken Hughes ""Confession"" came out after ""Confessions of a Taxi Driver"	"""After"""	1	Confessions of a Taxi Driver
996ea69f-ab36-4ab8-ace8-d53b2bb7b15f	text	What two ridge-like structures travel along the length of the medulla oblongata contain motor fibers that are known as the corticobulbar and corticospinal tracts?	"Medullary pyramids ""The medullary pyramids are two ridge-like structures that travel along the length of the medulla oblongata and contain motor fibers that are known as the corticobulbar and corticospinal tracts."" ""The medullary pyramids travel along the length of the medulla oblongata, and contain motor fibers that are known as the corticobulbar and corticospinal tracts"" ""Medullary pyramids travel along the length of the medulla oblongata contain motor fibers that are known as the corticobulbar and corticospinal tracts."" ""The ventral portion of the medulla oblongata contains the medullary pyramids."" ""The medullary pyramids travel along the length of the medulla oblongata and contain motor fibers that are known as the corticobulbar and corticospinal tracts."	"""medullary pyramids"""	1	The ventral portion of the medulla oblongata contains the medullary pyramids.
9c4e42d7-20f2-4de6-a000-de3a5edb3624	text	Paleolithic groups such as the Neanderthals who possessed a Middle Paleolithic level of technology appear to have hunted large game just as well as Upper Paleolithic what, who gradually evolved from early members of the genus Homo?	"Modern humans ""Paleolithic groups such as the Neanderthals who possessed a Middle Paleolithic level of technology appear to have hunted large game just as well as Upper Paleolithic modern humans."" ""Paleolithic groups such as the Neanderthals who possessed a Middle Paleolithic level of technology appear to have hunted large game just as well as Upper Paleolithic modern humans, who gradually evolved from early members of the genus Homo."" ""These Paleolithic groups had technology levels at the level of Upper Paleolithic modern humans when it came to hunting large game."" ""The Neanderthals appear to have hunted large game just as well as Upper Paleolithic modern humans."	"""modern humans"""	1	Paleolithic groups such as the Neanderthals who possessed a Middle Paleolithic level of technology appear to have hunted large game just as well as Upper Paleolithic modern humans.
1132be15-c5f0-4ee0-bf6f-97c5926858c2	text	The name of what son of Alcimus has been adopted into English as a term meaning someone who imparts wisdom to and shares knowledge with a less-experienced colleague?	"Mentor was the son of Alcimus. ""Mentor, the name of a son of Alcimus, has been adopted into English as a term meaning someone who imparts wisdom to and shares knowledge with a less-experienced colleague."" ""Mentor has been adopted into English as a term meaning someone who imparts wisdom to and shares knowledge with a less-experienced colleague"" ""Mentor has been adopted in Latin and other languages, including English, as a term meaning someone who imparts wisdom to and shares knowledge with a less-experienced colleague."" ""The name of Mentor has been adopted into English as a term meaning someone who imparts wisdom to and shares knowledge with a less-experienced colleague."" ""Mentor, son of Alcimus, has been adopted into English as a term meaning someone who imparts wisdom to and shares knowledge with a less-experienced colleague."	"""Mentor"""	1	Mentor was the son of Alcimus.
765fa6ba-c210-4e12-9a76-a12c31f7a372	text	What is found within nematodes that is in a rope-ladder-like shape?	"The ventral nervous cord. ""The ventral nervous cord is found within nematodes."" ""This item is the ventral nervous cord."" ""Ventral nerve cords are found within nematodes that is in a rope-ladder-like shape."" ""Ventral nerve cords are found within nematodes and have a rope-ladder-like shape"	"""Ventral nervous cord"""	1	Insects have a rope-ladder-like ventral nervous cord.
331afbf2-c476-4bf0-9e4a-8af94294b956	text	"Did Harry Chapin die before or after David Frizzell released ""I'm Gonna Hire a Wino to Decorate Our Home""?"	"He died before it was released. ""Harry Chapin died before David Frizzell released ""I'm Gonna Hire a Wino to Decorate Our Home."" ""Harry Chapin died before David Frizzell released ""I'm Gonna Hire a Wino to Decorate Our Home."""" ""Harry Chapin died before David Frizzell released ""I'm Gonna Hire a Wino to Decorate Our Home""."" ""Harry Chapin died in 1981 before David Frizzell released ""I'm Gonna Hire a Wino to Decorate Our Home"" in 1982."" ""Harry Chapin died before David Frizzell released ""I'm Gonna Hire a Wino to Decorate Our Home"	"""before"""	1	Wallace Frizzell
2920f4fb-e045-4d6f-ad24-6e9c64e0efeb	text	"Ivan Illich said that what term for a first language was first used by Catholic monks to designate a particular language they used, instead of Latin, when they were ""speaking from the pulpit""?"	"Mother tongue ""Ivan Illich said that the term ""mother tongue"" was first used by Catholic monks to designate a particular language they used, instead of Latin, when they were ""speaking from the pulpit""."" ""Ivan Illich said that the term ""mother tongue""  was first used by Catholic monks to designate a particular language they used, instead of Latin, when they were ""speaking from the pulpit""."" ""Ivan Illich said that the term ""mother tongue"", a term for a first language, was first used by Catholic monks to designate a particular language they used, instead of Latin, when they were ""speaking from the pulpit""."" ""Ivan Illich said that ""mother tongue"" was first used by Catholic monks to designate a particular language they used, instead of Latin, when they were ""speaking from the pulpit"""" ""Ivan Illich said that ""mother tongue"" was first used by Catholic monks to designate a particular language they used, instead of Latin, when they were ""speaking from the pulpit""."	"""mother tongue"""	1	Mother tongue
